SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.232D
DeviceName: Sensoria-C1-149B
SerialNumber: 994AF16EC5C9AA6E
Location: 0x0000
Start: 2024-02-27T10:51:48-08:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,511,1740,336,223,208,0.022461,0.029785,0.995605,0.140000,-3.150000,-1.470000,-0.636998,-0.191698,-1.266258,,177,156,137,123,901,,,,,,,,,-39,10:51:50.180,
,,512,1760,333,225,208,0.020020,0.029785,1.000977,-0.070000,-3.080000,-1.400000,-0.636998,-0.191698,-1.266258,,176,157,137,123,901,,,,,,,,,-39,10:51:50.212,
,,513,1780,335,224,209,0.019531,0.026367,0.998535,0.000000,-3.150000,-1.400000,-0.634224,-0.193596,-1.269762,,177,156,137,123,901,,,,,,,,,-39,10:51:50.213,
,,514,1800,334,223,208,0.018555,0.027832,1.001465,-0.070000,-3.150000,-1.470000,-0.635830,-0.193888,-1.273120,,177,155,136,121,901,,,,,,,,,-39,10:51:50.272,
,,515,1820,335,223,208,0.020508,0.026367,0.996582,0.070000,-3.290000,-1.470000,-0.639626,-0.200604,-1.261732,,177,155,137,124,902,,,,,,,,,-39,10:51:50.274,
,,516,1840,334,222,209,0.018555,0.029297,0.994141,-0.070000,-3.080000,-1.400000,-0.638896,-0.194618,-1.264360,,175,157,137,123,901,,,,,,,,,-39,10:51:50.274,
,,517,1860,335,223,208,0.020020,0.028320,0.998535,0.000000,-3.290000,-1.470000,-0.638896,-0.194618,-1.264360,,175,157,137,124,902,,,,,,,,,-39,10:51:50.301,
,,518,1880,334,223,208,0.018066,0.028809,0.998535,0.000000,-3.220000,-1.470000,-0.636122,-0.194910,-1.271806,,175,154,138,122,902,,,,,,,,,-39,10:51:50.331,
,,519,1900,334,223,208,0.020020,0.025879,0.996094,0.070000,-3.150000,-1.400000,-0.633640,-0.194472,-1.255308,,176,155,136,123,902,,,,,,,,,-39,10:51:50.333,
,,520,1920,335,223,208,0.022461,0.028320,1.001953,0.000000,-3.080000,-1.470000,-0.634516,-0.195056,-1.259980,,175,154,138,123,901,,,,,,,,,-39,10:51:50.361,
,,521,1940,334,223,209,0.019531,0.027344,0.997559,0.070000,-3.290000,-1.470000,-0.635392,-0.191844,-1.263922,,177,158,138,124,904,,,,,,,,,-39,10:51:50.391,
,,522,1960,334,222,208,0.016602,0.029297,0.997070,-0.070000,-3.150000,-1.470000,-0.635392,-0.191844,-1.263922,,176,158,137,123,901,,,,,,,,,-39,10:51:50.392,
,,523,1980,334,223,209,0.020020,0.028809,0.995117,0.000000,-3.080000,-1.470000,-0.635684,-0.196516,-1.268156,,177,155,136,124,902,,,,,,,,,-39,10:51:50.421,
,,524,2000,333,223,208,0.020508,0.030273,0.998535,0.000000,-3.010000,-1.470000,-0.639334,-0.195202,-1.254578,,175,154,136,123,904,,,,,,,,,-39,10:51:50.451,
,,525,2020,336,222,207,0.020020,0.029785,0.999023,0.000000,-3.220000,-1.470000,-0.632764,-0.195932,-1.262170,,178,155,137,124,901,,,,,,,,,-39,10:51:50.453,
,,526,2040,335,222,208,0.017578,0.027344,0.996094,-0.070000,-3.150000,-1.540000,-0.636122,-0.195932,-1.268010,,177,156,138,124,902,,,,,,,,,-39,10:51:50.483,
,,527,2060,333,224,208,0.020020,0.029297,0.993652,-0.070000,-3.150000,-1.470000,-0.636122,-0.195932,-1.268010,,178,156,137,123,902,,,,,,,,,-39,10:51:50.512,
,,528,2080,333,223,208,0.018555,0.027344,1.000977,-0.070000,-3.220000,-1.400000,-0.634370,-0.194472,-1.261732,,176,154,137,124,904,,,,,,,,,-39,10:51:50.513,
,,529,2100,333,223,208,0.017578,0.029297,0.998535,0.070000,-3.080000,-1.400000,-0.634224,-0.197684,-1.251366,,178,155,137,122,902,,,,,,,,,-39,10:51:50.542,
,,530,2120,335,223,208,0.020996,0.032227,1.000488,-0.140000,-3.150000,-1.400000,-0.634662,-0.198560,-1.257206,,175,155,137,124,902,,,,,,,,,-39,10:51:50.571,
,,531,2140,337,223,209,0.018555,0.027344,1.000000,0.070000,-3.150000,-1.470000,-0.636122,-0.197100,-1.270200,,177,157,137,123,902,,,,,,,,,-39,10:51:50.581,
,,532,2160,334,223,210,0.019043,0.026367,0.995605,-0.140000,-3.150000,-1.400000,-0.636122,-0.197100,-1.270200,,175,157,137,123,902,,,,,,,,,-39,10:51:50.600,
,,533,2180,334,224,209,0.019531,0.028809,0.999023,0.000000,-3.150000,-1.400000,-0.637144,-0.195202,-1.263338,,176,154,137,123,901,,,,,,,,,-39,10:51:50.631,
,,534,2200,337,223,208,0.020996,0.029785,0.997070,0.000000,-3.150000,-1.470000,-0.638750,-0.196370,-1.269032,,177,155,136,123,902,,,,,,,,,-39,10:51:50.640,
,,535,2220,336,223,208,0.020508,0.032227,1.000000,0.000000,-3.220000,-1.470000,-0.632618,-0.192720,-1.259250,,175,156,137,123,902,,,,,,,,,-39,10:51:50.663,
,,536,2240,337,221,208,0.022461,0.027832,0.995605,0.000000,-3.150000,-1.470000,-0.638896,-0.197392,-1.265528,,177,157,138,123,902,,,,,,,,,-39,10:51:50.691,
,,537,2260,335,223,209,0.016602,0.030762,0.998535,0.000000,-3.150000,-1.400000,-0.638896,-0.197392,-1.265528,,177,155,137,124,904,,,,,,,,,-39,10:51:50.692,
,,538,2280,334,224,209,0.016113,0.027344,0.997070,0.070000,-3.220000,-1.400000,-0.636998,-0.194472,-1.250344,,177,154,137,123,902,,,,,,,,,-39,10:51:50.721,
,,539,2300,335,222,207,0.020020,0.028809,0.999023,-0.070000,-3.150000,-1.470000,-0.634662,-0.199436,-1.257790,,177,154,138,122,902,,,,,,,,,-39,10:51:50.730,
,,540,2320,336,223,210,0.021484,0.030273,0.998047,0.070000,-3.080000,-1.400000,-0.636706,-0.197976,-1.264944,,177,157,137,123,901,,,,,,,,,-39,10:51:50.753,
,,541,2340,336,224,210,0.020996,0.026855,0.997070,0.000000,-3.220000,-1.470000,-0.637728,-0.198122,-1.273120,,177,156,138,123,902,,,,,,,,,-39,10:51:50.781,
,,542,2360,336,223,209,0.017090,0.028320,0.998047,0.070000,-3.080000,-1.400000,-0.637728,-0.198122,-1.273120,,177,155,138,122,902,,,,,,,,,-39,10:51:50.812,
,,543,2380,334,222,208,0.019531,0.030762,0.998047,-0.070000,-3.150000,-1.400000,-0.635976,-0.193012,-1.268302,,177,156,136,123,902,,,,,,,,,-39,10:51:50.812,
,,544,2400,334,223,209,0.019531,0.025879,0.996094,-0.070000,-3.150000,-1.470000,-0.635830,-0.197538,-1.269032,,177,155,137,125,901,,,,,,,,,-39,10:51:50.844,
,,545,2420,335,223,208,0.020508,0.029297,0.999023,-0.070000,-3.220000,-1.470000,-0.636706,-0.198268,-1.266988,,177,156,138,123,902,,,,,,,,,-39,10:51:50.873,
,,546,2440,335,223,208,0.022949,0.029785,1.001465,0.000000,-3.150000,-1.470000,-0.634516,-0.198268,-1.265674,,176,156,137,124,902,,,,,,,,,-39,10:51:50.873,
,,547,2460,335,222,209,0.016602,0.028809,1.000000,0.000000,-3.220000,-1.540000,-0.634516,-0.198268,-1.265674,,176,157,135,123,903,,,,,,,,,-39,10:51:50.901,
,,548,2480,334,222,208,0.019043,0.028809,0.999512,-0.070000,-3.080000,-1.470000,-0.633348,-0.200166,-1.260564,,177,155,138,123,902,,,,,,,,,-39,10:51:50.930,
,,549,2500,334,223,208,0.018555,0.022949,0.996582,0.000000,-3.220000,-1.540000,-0.637582,-0.203816,-1.262900,,177,154,137,123,902,,,,,,,,,-39,10:51:50.931,
,,550,2520,335,224,209,0.020508,0.030273,0.999512,0.000000,-3.220000,-1.470000,-0.636122,-0.197976,-1.252972,,178,157,136,123,903,,,,,,,,,-39,10:51:50.961,
,,551,2540,464,257,235,0.020020,0.024902,0.998535,-0.070000,-3.080000,-1.470000,-0.636998,-0.196516,-1.254724,,193,168,144,130,903,,,,,,,,,-39,10:51:50.971,
,,552,2560,340,227,216,0.017090,0.029785,1.001465,0.000000,-3.080000,-1.400000,-0.636998,-0.196516,-1.254724,,184,162,142,129,902,,,,,,,,,-39,10:51:50.991,
,,553,2580,337,223,210,0.017578,0.025879,0.998047,-0.070000,-3.220000,-1.400000,-0.634808,-0.197976,-1.244066,,178,157,139,126,902,,,,,,,,,-39,10:51:51.020,
